,State Name,county Name,AQI,Date,Category,Defining Parameter,date_code,Week,max_aqi
10321,Arizona,Santa Cruz,165,2020-01-01,Unhealthy,PM2.5,202001,1,165
10332,Arizona,Santa Cruz,87,2020-01-12,Moderate,PM2.5,202002,2,87
10333,Arizona,Santa Cruz,63,2020-01-13,Moderate,PM2.5,202003,3,63
10335,Arizona,Santa Cruz,63,2020-01-15,Moderate,PM10,202003,3,63
10346,Arizona,Santa Cruz,66,2020-01-26,Moderate,PM2.5,202004,4,66
10353,Arizona,Santa Cruz,73,2020-02-02,Moderate,PM2.5,202005,5,73
10359,Arizona,Santa Cruz,62,2020-02-08,Moderate,PM2.5,202006,6,62
10367,Arizona,Santa Cruz,67,2020-02-16,Moderate,PM2.5,202007,7,67
10369,Arizona,Santa Cruz,52,2020-02-18,Moderate,PM10,202008,8,52
10370,Arizona,Santa Cruz,52,2020-02-19,Moderate,PM10,202008,8,52
10379,Arizona,Santa Cruz,48,2020-02-28,Good,PM10,202009,9,48
10402,Arizona,Santa Cruz,51,2020-03-22,Moderate,PM2.5,202012,12,51
10436,Arizona,Santa Cruz,49,2020-04-25,Good,PM10,202017,17,49
10441,Arizona,Santa Cruz,45,2020-04-30,Good,PM10,202018,18,45
10473,Arizona,Santa Cruz,44,2020-06-04,Good,PM10,202023,23,44
10480,Arizona,Santa Cruz,46,2020-06-11,Good,PM10,202024,24,46
10490,Arizona,Santa Cruz,32,2020-06-21,Good,PM10,202025,25,32
10492,Arizona,Santa Cruz,53,2020-06-23,Moderate,PM2.5,202026,26,53
10517,Arizona,Santa Cruz,41,2020-07-18,Good,PM10,202029,29,41
10524,Arizona,Santa Cruz,33,2020-07-25,Good,PM10,202030,30,33
10527,Arizona,Santa Cruz,27,2020-07-28,Good,PM10,202031,31,27
10529,Arizona,Santa Cruz,27,2020-07-30,Good,PM10,202031,31,27
10536,Arizona,Santa Cruz,36,2020-08-06,Good,PM10,202032,32,36
10588,Arizona,Santa Cruz,81,2020-09-27,Moderate,PM2.5,202039,39,81
10597,Arizona,Santa Cruz,75,2020-10-06,Moderate,PM2.5,202041,41,75
10606,Arizona,Santa Cruz,71,2020-10-15,Moderate,PM10,202042,42,71
10611,Arizona,Santa Cruz,80,2020-10-20,Moderate,PM10,202043,43,80
10622,Arizona,Santa Cruz,98,2020-10-31,Moderate,PM10,202044,44,98
10624,Arizona,Santa Cruz,52,2020-11-02,Moderate,PM10,202045,45,52
10631,Arizona,Santa Cruz,71,2020-11-12,Moderate,PM2.5,202046,46,71
10639,Arizona,Santa Cruz,74,2020-11-20,Moderate,PM10,202047,47,74
10648,Arizona,Santa Cruz,87,2020-11-29,Moderate,PM2.5,202048,48,87
10655,Arizona,Santa Cruz,112,2020-12-06,Unhealthy for Sensitive Groups,PM2.5,202049,49,112
10660,Arizona,Santa Cruz,78,2020-12-11,Moderate,PM2.5,202050,50,78
10661,Arizona,Santa Cruz,78,2020-12-12,Moderate,PM2.5,202050,50,78
10669,Arizona,Santa Cruz,100,2020-12-20,Moderate,PM2.5,202051,51,100
10674,Arizona,Santa Cruz,122,2020-12-25,Unhealthy for Sensitive Groups,PM2.5,202052,52,122
10680,Arizona,Santa Cruz,130,2020-12-31,Unhealthy for Sensitive Groups,PM2.5,202053,53,130
11683,Arkansas,Clark,67,2020-03-05,Moderate,Ozone,202010,10,67
14148,California,Alameda,74,2020-01-03,Moderate,PM2.5,202001,1,74
14152,California,Alameda,49,2020-01-07,Good,PM2.5,202002,2,49
14162,California,Alameda,42,2020-01-17,Good,NO2,202003,3,42
14163,California,Alameda,42,2020-01-18,Good,PM2.5,202003,3,42
14165,California,Alameda,60,2020-01-20,Moderate,PM2.5,202004,4,60
14177,California,Alameda,66,2020-02-01,Moderate,PM2.5,202005,5,66
14183,California,Alameda,56,2020-02-07,Moderate,PM2.5,202006,6,56
14191,California,Alameda,54,2020-02-15,Moderate,PM2.5,202007,7,54
14197,California,Alameda,56,2020-02-21,Moderate,PM2.5,202008,8,56
14203,California,Alameda,56,2020-02-27,Moderate,PM2.5,202009,9,56
14209,California,Alameda,52,2020-03-04,Moderate,PM2.5,202010,10,52
14210,California,Alameda,52,2020-03-05,Moderate,PM2.5,202010,10,52
14218,California,Alameda,55,2020-03-13,Moderate,PM2.5,202011,11,55
14221,California,Alameda,38,2020-03-16,Good,Ozone,202012,12,38
14226,California,Alameda,38,2020-03-21,Good,Ozone,202012,12,38
14227,California,Alameda,38,2020-03-22,Good,Ozone,202012,12,38
14232,California,Alameda,46,2020-03-27,Good,Ozone,202013,13,46
14237,California,Alameda,37,2020-04-01,Good,Ozone,202014,14,37
14248,California,Alameda,52,2020-04-12,Moderate,PM2.5,202015,15,52
14249,California,Alameda,53,2020-04-13,Moderate,PM2.5,202016,16,53
14260,California,Alameda,52,2020-04-24,Moderate,PM2.5,202017,17,52
14267,California,Alameda,46,2020-05-01,Good,Ozone,202018,18,46
14274,California,Alameda,93,2020-05-08,Moderate,Ozone,202019,19,93
14277,California,Alameda,42,2020-05-11,Good,Ozone,202020,20,42
14290,California,Alameda,55,2020-05-24,Moderate,PM2.5,202021,21,55
14292,California,Alameda,58,2020-05-26,Moderate,Ozone,202022,22,58
14300,California,Alameda,71,2020-06-03,Moderate,Ozone,202023,23,71
14306,California,Alameda,44,2020-06-09,Good,Ozone,202024,24,44
14315,California,Alameda,61,2020-06-18,Moderate,PM2.5,202025,25,61
14325,California,Alameda,56,2020-06-28,Moderate,PM2.5,202026,26,56
14331,California,Alameda,115,2020-07-04,Unhealthy for Sensitive Groups,PM2.5,202027,27,115
14339,California,Alameda,58,2020-07-12,Moderate,Ozone,202028,28,58
14340,California,Alameda,55,2020-07-13,Moderate,PM2.5,202029,29,55
14352,California,Alameda,42,2020-07-25,Good,Ozone,202030,30,42
14355,California,Alameda,55,2020-07-28,Moderate,PM2.5,202031,31,55
14365,California,Alameda,52,2020-08-07,Moderate,PM2.5,202032,32,52
14374,California,Alameda,71,2020-08-16,Moderate,Ozone,202033,33,71
14381,California,Alameda,174,2020-08-23,Unhealthy,PM2.5,202034,34,174
14382,California,Alameda,156,2020-08-24,Unhealthy,PM2.5,202035,35,156
14395,California,Alameda,166,2020-09-06,Unhealthy,Ozone,202036,36,166
14400,California,Alameda,218,2020-09-11,Very Unhealthy,PM2.5,202037,37,218
14403,California,Alameda,183,2020-09-14,Unhealthy,PM2.5,202038,38,183
14410,California,Alameda,66,2020-09-21,Moderate,PM2.5,202039,39,66
14421,California,Alameda,176,2020-10-02,Unhealthy,PM2.5,202040,40,176
14424,California,Alameda,100,2020-10-05,Moderate,Ozone,202041,41,100
14437,California,Alameda,61,2020-10-18,Moderate,Ozone,202042,42,61
14441,California,Alameda,54,2020-10-22,Moderate,PM2.5,202043,43,54
14449,California,Alameda,80,2020-10-30,Moderate,Ozone,202044,44,80
14450,California,Alameda,80,2020-10-31,Moderate,Ozone,202044,44,80
14452,California,Alameda,68,2020-11-02,Moderate,PM2.5,202045,45,68
14465,California,Alameda,55,2020-11-15,Moderate,PM2.5,202046,46,55
14472,California,Alameda,67,2020-11-22,Moderate,PM2.5,202047,47,67
14479,California,Alameda,83,2020-11-29,Moderate,PM2.5,202048,48,83
14484,California,Alameda,100,2020-12-04,Moderate,PM2.5,202049,49,100
14489,California,Alameda,72,2020-12-09,Moderate,PM2.5,202050,50,72
14500,California,Alameda,66,2020-12-20,Moderate,PM2.5,202051,51,66
14504,California,Alameda,82,2020-12-24,Moderate,PM2.5,202052,52,82
14511,California,Alameda,55,2020-12-31,Moderate,PM2.5,202053,53,55
14512,California,Amador,25,2020-01-01,Good,Ozone,202001,1,25
14518,California,Amador,28,2020-01-11,Good,Ozone,202002,2,28
14523,California,Amador,31,2020-01-16,Good,Ozone,202003,3,31
14528,California,Amador,32,2020-01-21,Good,Ozone,202004,4,32
14540,California,Amador,29,2020-02-02,Good,Ozone,202005,5,29
14546,California,Amador,38,2020-02-08,Good,Ozone,202006,6,38
14550,California,Amador,38,2020-02-12,Good,Ozone,202007,7,38
14558,California,Amador,39,2020-02-20,Good,Ozone,202008,8,39
14566,California,Amador,38,2020-02-28,Good,Ozone,202009,9,38
14571,California,Amador,42,2020-03-04,Good,Ozone,202010,10,42
14579,California,Amador,38,2020-03-12,Good,Ozone,202011,11,38
14583,California,Amador,35,2020-03-16,Good,Ozone,202012,12,35
14588,California,Amador,35,2020-03-21,Good,Ozone,202012,12,35
14594,California,Amador,39,2020-03-27,Good,Ozone,202013,13,39
14600,California,Amador,36,2020-04-02,Good,Ozone,202014,14,36
14605,California,Amador,34,2020-04-07,Good,Ozone,202015,15,34
14608,California,Amador,34,2020-04-10,Good,Ozone,202015,15,34
14612,California,Amador,44,2020-04-14,Good,Ozone,202016,16,44
14613,California,Amador,44,2020-04-15,Good,Ozone,202016,16,44
14621,California,Amador,44,2020-04-23,Good,Ozone,202017,17,44
14629,California,Amador,47,2020-05-01,Good,Ozone,202018,18,47
14637,California,Amador,61,2020-05-09,Moderate,Ozone,202019,19,61
14639,California,Amador,43,2020-05-11,Good,Ozone,202020,20,43
14650,California,Amador,44,2020-05-22,Good,Ozone,202021,21,44
14653,California,Amador,45,2020-05-25,Good,Ozone,202022,22,45
14661,California,Amador,49,2020-06-02,Good,Ozone,202023,23,49
14669,California,Amador,41,2020-06-10,Good,Ozone,202024,24,41
14677,California,Amador,49,2020-06-18,Good,Ozone,202025,25,49
14685,California,Amador,77,2020-06-26,Moderate,Ozone,202026,26,77
14693,California,Amador,64,2020-07-04,Moderate,Ozone,202027,27,64
14697,California,Amador,64,2020-07-08,Moderate,Ozone,202028,28,64
14704,California,Amador,64,2020-07-15,Moderate,Ozone,202029,29,64
14712,California,Amador,46,2020-07-23,Good,Ozone,202030,30,46
14717,California,Amador,46,2020-07-28,Good,Ozone,202031,31,46
14719,California,Amador,46,2020-07-30,Good,Ozone,202031,31,46
14729,California,Amador,50,2020-08-09,Good,Ozone,202032,32,50
14734,California,Amador,77,2020-08-14,Moderate,Ozone,202033,33,77
14740,California,Amador,156,2020-08-20,Unhealthy,Ozone,202034,34,156
14748,California,Amador,74,2020-08-29,Moderate,Ozone,202035,35,74
14750,California,Amador,115,2020-08-31,Unhealthy for Sensitive Groups,Ozone,202036,36,115
14762,California,Amador,54,2020-09-12,Moderate,Ozone,202037,37,54
14764,California,Amador,77,2020-09-14,Moderate,Ozone,202038,38,77
14771,California,Amador,64,2020-09-21,Moderate,Ozone,202039,39,64
14781,California,Amador,80,2020-10-01,Moderate,Ozone,202040,40,80
14786,California,Amador,51,2020-10-06,Moderate,Ozone,202041,41,51
14795,California,Amador,45,2020-10-15,Good,Ozone,202042,42,45
14797,California,Amador,46,2020-10-19,Good,Ozone,202043,43,46
14804,California,Amador,43,2020-10-26,Good,Ozone,202044,44,43
14808,California,Amador,43,2020-10-30,Good,Ozone,202044,44,43
14812,California,Amador,39,2020-11-03,Good,Ozone,202045,45,39
14822,California,Amador,35,2020-11-13,Good,Ozone,202046,46,35
14826,California,Amador,30,2020-11-17,Good,Ozone,202047,47,30
14833,California,Amador,28,2020-11-24,Good,Ozone,202048,48,28
14845,California,Amador,31,2020-12-06,Good,Ozone,202049,49,31
14847,California,Amador,31,2020-12-08,Good,Ozone,202050,50,31
14856,California,Amador,22,2020-12-17,Good,Ozone,202051,51,22
14864,California,Amador,30,2020-12-25,Good,Ozone,202052,52,30
14867,California,Amador,28,2020-12-28,Good,Ozone,202053,53,28
14871,California,Butte,83,2020-01-01,Moderate,PM2.5,202001,1,83
14877,California,Butte,71,2020-01-07,Moderate,PM2.5,202002,2,71
14889,California,Butte,66,2020-01-19,Moderate,PM2.5,202003,3,66
14890,California,Butte,72,2020-01-20,Moderate,PM2.5,202004,4,72
14902,California,Butte,82,2020-02-01,Moderate,PM2.5,202005,5,82
14908,California,Butte,76,2020-02-07,Moderate,PM2.5,202006,6,76
14916,California,Butte,87,2020-02-15,Moderate,PM2.5,202007,7,87
14921,California,Butte,59,2020-02-20,Moderate,PM2.5,202008,8,59
14929,California,Butte,48,2020-02-28,Good,Ozone,202009,9,48
14935,California,Butte,64,2020-03-05,Moderate,Ozone,202010,10,64
14941,California,Butte,45,2020-03-11,Good,Ozone,202011,11,45
14957,California,Butte,44,2020-03-27,Good,Ozone,202013,13,44
14964,California,Butte,43,2020-04-03,Good,Ozone,202014,14,43
14987,California,Butte,48,2020-04-26,Good,Ozone,202017,17,48
14992,California,Butte,54,2020-05-01,Moderate,Ozone,202018,18,54
15000,California,Butte,93,2020-05-09,Moderate,Ozone,202019,19,93
15020,California,Butte,58,2020-05-29,Moderate,Ozone,202022,22,58
15026,California,Butte,58,2020-06-04,Moderate,Ozone,202023,23,58
15042,California,Butte,64,2020-06-20,Moderate,Ozone,202025,25,64
15045,California,Butte,87,2020-06-23,Moderate,Ozone,202026,26,87
15054,California,Butte,61,2020-07-02,Moderate,Ozone,202027,27,61
15063,California,Butte,61,2020-07-11,Moderate,Ozone,202028,28,61
15064,California,Butte,61,2020-07-12,Moderate,Ozone,202028,28,61
15067,California,Butte,87,2020-07-15,Moderate,Ozone,202029,29,87
15072,California,Butte,61,2020-07-20,Moderate,Ozone,202030,30,61
15083,California,Butte,71,2020-07-31,Moderate,Ozone,202031,31,71
15092,California,Butte,64,2020-08-09,Moderate,Ozone,202032,32,64
15093,California,Butte,87,2020-08-10,Moderate,Ozone,202033,33,87
15104,California,Butte,192,2020-08-21,Unhealthy,PM2.5,202034,34,192
15107,California,Butte,167,2020-08-24,Unhealthy,PM2.5,202035,35,167
15108,California,Butte,167,2020-08-25,Unhealthy,PM2.5,202035,35,167
15118,California,Butte,155,2020-09-04,Unhealthy,PM2.5,202036,36,155
15127,California,Butte,379,2020-09-13,Hazardous,PM2.5,202037,37,379
15128,California,Butte,220,2020-09-14,Very Unhealthy,PM2.5,202038,38,220
15135,California,Butte,178,2020-09-21,Unhealthy,PM2.5,202039,39,178
15145,California,Butte,178,2020-10-01,Unhealthy,PM2.5,202040,40,178
15149,California,Butte,107,2020-10-05,Unhealthy for Sensitive Groups,PM2.5,202041,41,107
15156,California,Butte,58,2020-10-12,Moderate,PM2.5,202042,42,58
15157,California,Butte,58,2020-10-13,Moderate,PM2.5,202042,42,58
15166,California,Butte,64,2020-10-22,Moderate,PM10,202043,43,64
15175,California,Butte,70,2020-10-31,Moderate,PM2.5,202044,44,70
15178,California,Butte,64,2020-11-03,Moderate,PM2.5,202045,45,64
15187,California,Butte,80,2020-11-12,Moderate,PM2.5,202046,46,80
15195,California,Butte,110,2020-11-20,Unhealthy for Sensitive Groups,PM2.5,202047,47,110
15204,California,Butte,98,2020-11-29,Moderate,PM2.5,202048,48,98
15209,California,Butte,83,2020-12-04,Moderate,PM2.5,202049,49,83
15210,California,Butte,83,2020-12-05,Moderate,PM2.5,202049,49,83
15215,California,Butte,69,2020-12-10,Moderate,PM2.5,202050,50,69
15225,California,Butte,111,2020-12-20,Unhealthy for Sensitive Groups,PM2.5,202051,51,111
15229,California,Butte,97,2020-12-24,Moderate,PM2.5,202052,52,97
15235,California,Butte,71,2020-12-30,Moderate,PM2.5,202053,53,71
15237,California,Calaveras,63,2020-01-01,Moderate,PM2.5,202001,1,63
15244,California,Calaveras,57,2020-01-08,Moderate,PM2.5,202002,2,57
15255,California,Calaveras,41,2020-01-19,Good,PM2.5,202003,3,41
15261,California,Calaveras,55,2020-01-25,Moderate,PM2.5,202004,4,55
15268,California,Calaveras,64,2020-02-01,Moderate,PM2.5,202005,5,64
15274,California,Calaveras,59,2020-02-07,Moderate,PM2.5,202006,6,59
15275,California,Calaveras,59,2020-02-08,Moderate,PM2.5,202006,6,59
15280,California,Calaveras,50,2020-02-13,Good,PM2.5,202007,7,50
15286,California,Calaveras,49,2020-02-19,Good,PM2.5,202008,8,49
15294,California,Calaveras,51,2020-02-27,Moderate,PM2.5,202009,9,51
15301,California,Calaveras,44,2020-03-05,Good,Ozone,202010,10,44
15308,California,Calaveras,40,2020-03-12,Good,Ozone,202011,11,40
15313,California,Calaveras,37,2020-03-17,Good,Ozone,202012,12,37
15317,California,Calaveras,37,2020-03-21,Good,Ozone,202012,12,37
15323,California,Calaveras,39,2020-03-27,Good,Ozone,202013,13,39
15325,California,Calaveras,39,2020-03-29,Good,Ozone,202013,13,39
15326,California,Calaveras,36,2020-03-30,Good,Ozone,202014,14,36
15328,California,Calaveras,36,2020-04-01,Good,Ozone,202014,14,36
15329,California,Calaveras,36,2020-04-02,Good,Ozone,202014,14,36
15336,California,Calaveras,35,2020-04-09,Good,Ozone,202015,15,35
15337,California,Calaveras,35,2020-04-10,Good,Ozone,202015,15,35
15341,California,Calaveras,44,2020-04-14,Good,Ozone,202016,16,44
15342,California,Calaveras,44,2020-04-15,Good,Ozone,202016,16,44
15350,California,Calaveras,45,2020-04-23,Good,Ozone,202017,17,45
15358,California,Calaveras,50,2020-05-01,Good,Ozone,202018,18,50
15366,California,Calaveras,74,2020-05-09,Moderate,Ozone,202019,19,74
15368,California,Calaveras,44,2020-05-11,Good,Ozone,202020,20,44
15379,California,Calaveras,46,2020-05-22,Good,Ozone,202021,21,46
15382,California,Calaveras,45,2020-05-25,Good,Ozone,202022,22,45
15383,California,Calaveras,45,2020-05-26,Good,Ozone,202022,22,45
15390,California,Calaveras,58,2020-06-02,Moderate,Ozone,202023,23,58
15397,California,Calaveras,43,2020-06-10,Good,Ozone,202024,24,43
15405,California,Calaveras,51,2020-06-18,Moderate,Ozone,202025,25,51
15413,California,Calaveras,74,2020-06-26,Moderate,Ozone,202026,26,74
15421,California,Calaveras,80,2020-07-04,Moderate,Ozone,202027,27,80
15425,California,Calaveras,80,2020-07-08,Moderate,Ozone,202028,28,80
15432,California,Calaveras,77,2020-07-15,Moderate,Ozone,202029,29,77
15440,California,Calaveras,50,2020-07-23,Good,Ozone,202030,30,50
15445,California,Calaveras,50,2020-07-28,Good,Ozone,202031,31,50
15447,California,Calaveras,50,2020-07-30,Good,Ozone,202031,31,50
15457,California,Calaveras,58,2020-08-09,Moderate,Ozone,202032,32,58
15462,California,Calaveras,97,2020-08-14,Moderate,Ozone,202033,33,97
15469,California,Calaveras,192,2020-08-21,Unhealthy,PM2.5,202034,34,192
15472,California,Calaveras,167,2020-08-24,Unhealthy,PM2.5,202035,35,167
15480,California,Calaveras,110,2020-09-01,Unhealthy for Sensitive Groups,PM2.5,202036,36,110
15491,California,Calaveras,176,2020-09-12,Unhealthy,PM2.5,202037,37,176
15494,California,Calaveras,179,2020-09-15,Unhealthy,PM2.5,202038,38,179
15505,California,Calaveras,50,2020-09-27,Good,Ozone,202039,39,50
15511,California,Calaveras,137,2020-10-03,Unhealthy for Sensitive Groups,PM2.5,202040,40,137
15514,California,Calaveras,67,2020-10-06,Moderate,Ozone,202041,41,67
15525,California,Calaveras,62,2020-10-17,Moderate,PM2.5,202042,42,62
15530,California,Calaveras,57,2020-10-22,Moderate,PM10,202043,43,57
15535,California,Calaveras,61,2020-10-27,Moderate,PM10,202044,44,61
15542,California,Calaveras,44,2020-11-03,Good,Ozone,202045,45,44
15544,California,Calaveras,44,2020-11-05,Good,Ozone,202045,45,44
15552,California,Calaveras,41,2020-11-13,Good,Ozone,202046,46,41
15561,California,Calaveras,56,2020-11-22,Moderate,PM2.5,202047,47,56
15563,California,Calaveras,53,2020-11-24,Moderate,PM2.5,202048,48,53
15570,California,Calaveras,53,2020-12-01,Moderate,PM2.5,202049,49,53
15577,California,Calaveras,50,2020-12-08,Good,PM2.5,202050,50,50
15589,California,Calaveras,55,2020-12-20,Moderate,PM2.5,202051,51,55
15592,California,Calaveras,61,2020-12-23,Moderate,PM2.5,202052,52,61
15598,California,Calaveras,52,2020-12-29,Moderate,PM2.5,202053,53,52
15601,California,Colusa,78,2020-01-01,Moderate,PM2.5,202001,1,78
15608,California,Colusa,64,2020-01-08,Moderate,PM2.5,202002,2,64
15619,California,Colusa,43,2020-01-19,Good,PM2.5,202003,3,43
15625,California,Colusa,58,2020-01-25,Moderate,PM2.5,202004,4,58
15631,California,Colusa,56,2020-01-31,Moderate,PM2.5,202005,5,56
15638,California,Colusa,76,2020-02-07,Moderate,PM2.5,202006,6,76
15646,California,Colusa,65,2020-02-15,Moderate,PM2.5,202007,7,65
15651,California,Colusa,55,2020-02-20,Moderate,PM2.5,202008,8,55
15657,California,Colusa,58,2020-02-26,Moderate,PM2.5,202009,9,58
15664,California,Colusa,39,2020-03-04,Good,Ozone,202010,10,39
15673,California,Colusa,39,2020-03-13,Good,PM10,202011,11,39
15682,California,Colusa,37,2020-03-22,Good,Ozone,202012,12,37
15688,California,Colusa,40,2020-03-28,Good,PM2.5,202013,13,40
15692,California,Colusa,36,2020-04-01,Good,Ozone,202014,14,36
15697,California,Colusa,35,2020-04-06,Good,Ozone,202015,15,35
15698,California,Colusa,35,2020-04-07,Good,Ozone,202015,15,35
15703,California,Colusa,35,2020-04-12,Good,Ozone,202015,15,35
15705,California,Colusa,38,2020-04-14,Good,Ozone,202016,16,38
15714,California,Colusa,40,2020-04-23,Good,Ozone,202017,17,40
15722,California,Colusa,43,2020-05-01,Good,Ozone,202018,18,43
15730,California,Colusa,47,2020-05-09,Good,Ozone,202019,19,47
15736,California,Colusa,34,2020-05-15,Good,Ozone,202020,20,34
15743,California,Colusa,37,2020-05-22,Good,Ozone,202021,21,37
15749,California,Colusa,38,2020-05-28,Good,Ozone,202022,22,38
15750,California,Colusa,38,2020-05-29,Good,Ozone,202022,22,38
15757,California,Colusa,71,2020-06-05,Moderate,PM10,202023,23,71
15762,California,Colusa,33,2020-06-10,Good,Ozone,202024,24,33
15771,California,Colusa,36,2020-06-19,Good,PM2.5,202025,25,36
15772,California,Colusa,36,2020-06-20,Good,Ozone,202025,25,36
15778,California,Colusa,47,2020-06-26,Good,Ozone,202026,26,47
15786,California,Colusa,43,2020-07-04,Good,Ozone,202027,27,43
15791,California,Colusa,41,2020-07-09,Good,Ozone,202028,28,41
15793,California,Colusa,41,2020-07-11,Good,Ozone,202028,28,41
15794,California,Colusa,41,2020-07-12,Good,Ozone,202028,28,41
15796,California,Colusa,51,2020-07-14,Moderate,PM2.5,202029,29,51
15806,California,Colusa,38,2020-07-24,Good,Ozone,202030,30,38
15810,California,Colusa,41,2020-07-28,Good,Ozone,202031,31,41
15822,California,Colusa,44,2020-08-09,Good,Ozone,202032,32,44
15823,California,Colusa,42,2020-08-10,Good,Ozone,202033,33,42
15835,California,Colusa,179,2020-08-22,Unhealthy,PM2.5,202034,34,179
15838,California,Colusa,172,2020-08-25,Unhealthy,PM2.5,202035,35,172
15850,California,Colusa,184,2020-09-06,Unhealthy,PM2.5,202036,36,184
15857,California,Colusa,198,2020-09-13,Unhealthy,PM2.5,202037,37,198
15858,California,Colusa,165,2020-09-14,Unhealthy,PM2.5,202038,38,165
15865,California,Colusa,127,2020-09-21,Unhealthy for Sensitive Groups,PM2.5,202039,39,127
15876,California,Colusa,177,2020-10-02,Unhealthy,PM2.5,202040,40,177
15879,California,Colusa,163,2020-10-05,Unhealthy,PM2.5,202041,41,163
15886,California,Colusa,88,2020-10-12,Moderate,PM2.5,202042,42,88
15896,California,Colusa,77,2020-10-22,Moderate,PM10,202043,43,77
15902,California,Colusa,87,2020-10-28,Moderate,PM10,202044,44,87
15908,California,Colusa,65,2020-11-03,Moderate,PM10,202045,45,65
15916,California,Colusa,64,2020-11-11,Moderate,PM2.5,202046,46,64
15927,California,Colusa,60,2020-11-22,Moderate,PM2.5,202047,47,60
15928,California,Colusa,81,2020-11-23,Moderate,PM2.5,202048,48,81
15938,California,Colusa,69,2020-12-03,Moderate,PM2.5,202049,49,69
15944,California,Colusa,71,2020-12-09,Moderate,PM2.5,202050,50,71
15951,California,Colusa,68,2020-12-16,Moderate,PM2.5,202051,51,68
15956,California,Colusa,74,2020-12-21,Moderate,PM2.5,202052,52,74
15965,California,Colusa,49,2020-12-30,Good,PM2.5,202053,53,49
15969,California,Contra Costa,64,2020-01-03,Moderate,PM2.5,202001,1,64
15973,California,Contra Costa,38,2020-01-07,Good,PM2.5,202002,2,38
15983,California,Contra Costa,42,2020-01-17,Good,NO2,202003,3,42
15985,California,Contra Costa,42,2020-01-19,Good,PM2.5,202003,3,42
15986,California,Contra Costa,63,2020-01-20,Moderate,PM2.5,202004,4,63
15998,California,Contra Costa,61,2020-02-01,Moderate,PM2.5,202005,5,61
16004,California,Contra Costa,59,2020-02-07,Moderate,PM2.5,202006,6,59
16012,California,Contra Costa,53,2020-02-15,Moderate,PM2.5,202007,7,53
16019,California,Contra Costa,56,2020-02-22,Moderate,PM2.5,202008,8,56
16025,California,Contra Costa,52,2020-02-28,Moderate,PM2.5,202009,9,52
16030,California,Contra Costa,51,2020-03-04,Moderate,Ozone,202010,10,51
16039,California,Contra Costa,60,2020-03-13,Moderate,PM2.5,202011,11,60
16047,California,Contra Costa,40,2020-03-21,Good,Ozone,202012,12,40
16054,California,Contra Costa,53,2020-03-28,Moderate,PM2.5,202013,13,53
16058,California,Contra Costa,39,2020-04-01,Good,Ozone,202014,14,39
16069,California,Contra Costa,55,2020-04-12,Moderate,PM2.5,202015,15,55
16070,California,Contra Costa,56,2020-04-13,Moderate,PM2.5,202016,16,56
16081,California,Contra Costa,45,2020-04-24,Good,Ozone,202017,17,45
16087,California,Contra Costa,48,2020-04-30,Good,Ozone,202018,18,48
16095,California,Contra Costa,90,2020-05-08,Moderate,Ozone,202019,19,90
16098,California,Contra Costa,42,2020-05-11,Good,Ozone,202020,20,42
16111,California,Contra Costa,59,2020-05-24,Moderate,PM2.5,202021,21,59
16113,California,Contra Costa,56,2020-05-26,Moderate,PM2.5,202022,22,56
16122,California,Contra Costa,64,2020-06-04,Moderate,Ozone,202023,23,64
16127,California,Contra Costa,41,2020-06-09,Good,Ozone,202024,24,41
16130,California,Contra Costa,41,2020-06-12,Good,Ozone,202024,24,41
16136,California,Contra Costa,52,2020-06-18,Moderate,PM2.5,202025,25,52
16146,California,Contra Costa,55,2020-06-28,Moderate,PM2.5,202026,26,55
16152,California,Contra Costa,74,2020-07-04,Moderate,PM2.5,202027,27,74
16157,California,Contra Costa,53,2020-07-09,Moderate,PM2.5,202028,28,53
16160,California,Contra Costa,53,2020-07-12,Moderate,PM2.5,202028,28,53
16161,California,Contra Costa,53,2020-07-13,Moderate,PM2.5,202029,29,53
16173,California,Contra Costa,57,2020-07-25,Moderate,PM2.5,202030,30,57
16176,California,Contra Costa,47,2020-07-28,Good,PM2.5,202031,31,47
16186,California,Contra Costa,47,2020-08-07,Good,PM2.5,202032,32,47
16195,California,Contra Costa,90,2020-08-16,Moderate,Ozone,202033,33,90
16202,California,Contra Costa,164,2020-08-23,Unhealthy,PM2.5,202034,34,164
16203,California,Contra Costa,158,2020-08-24,Unhealthy,PM2.5,202035,35,158
16216,California,Contra Costa,128,2020-09-06,Unhealthy for Sensitive Groups,PM2.5,202036,36,128
16221,California,Contra Costa,197,2020-09-11,Unhealthy,PM2.5,202037,37,197
16224,California,Contra Costa,177,2020-09-14,Unhealthy,PM2.5,202038,38,177
16231,California,Contra Costa,66,2020-09-21,Moderate,PM2.5,202039,39,66
16242,California,Contra Costa,172,2020-10-02,Unhealthy,PM2.5,202040,40,172
16247,California,Contra Costa,84,2020-10-07,Moderate,PM2.5,202041,41,84
16248,California,Contra Costa,84,2020-10-08,Moderate,PM2.5,202041,41,84
16258,California,Contra Costa,58,2020-10-18,Moderate,Ozone,202042,42,58
16263,California,Contra Costa,50,2020-10-23,Good,PM2.5,202043,43,50
16264,California,Contra Costa,50,2020-10-24,Good,PM2.5,202043,43,50
16270,California,Contra Costa,77,2020-10-30,Moderate,Ozone,202044,44,77
16277,California,Contra Costa,62,2020-11-06,Moderate,NO2,202045,45,62
